1	47.74465297369403060656622983515262603759765625	2024-06-02 20:23:03.835397	Probe3
2	-62.95449314372844895615344285033643245697021484375	2024-06-02 20:23:07.827446	Probe4
3	-42.0777002948573368712459341622889041900634765625	2024-06-02 20:23:08.834245	Probe5
4	-29.397565860384958114082110114395618438720703125	2024-06-02 20:23:09.830026	Probe0
5	79.655473735244640920427627861499786376953125	2024-06-02 20:23:11.834611	Probe9
6	59.956223862299481197624118067324161529541015625	2024-06-02 20:23:12.831107	Probe1
7	-9.3465447963464072245187708176672458648681640625	2024-06-02 20:23:13.83171	Probe8
8	-13.454325155949845793657004833221435546875	2024-06-02 20:33:25.093295	Probe8
9	-32.0344272699446577234994038008153438568115234375	2024-06-02 20:33:28.08932	Probe1
10	-90.552325185038085919586592353880405426025390625	2024-06-02 20:33:31.089825	Probe0
11	-52.174334769908028874851879663765430450439453125	2024-06-02 20:33:38.091158	Probe4
12	11.0623197066148577505373395979404449462890625	2024-06-02 20:33:38.129364	Probe5
13	21.2336035548571118170002591796219348907470703125	2024-06-02 20:33:40.095766	Probe7
14	-6.4938790006390973985617165453732013702392578125	2024-06-02 20:33:43.081059	Probe3
15	-30.4425777286598844284526421688497066497802734375	2024-06-02 20:33:44.12619	Probe2
16	-76.962747144117798825391218997538089752197265625	2024-06-02 20:33:44.129632	Probe9
17	86.564138327048425480825244449079036712646484375	2024-06-02 20:33:45.094985	Probe6
18	-66.9605435029681075320695526897907257080078125	2024-06-02 20:33:46.089387	Probe1
19	-90.4950698785430773796178982593119144439697265625	2024-06-02 20:33:47.090117	Probe0
20	57.317962815665424614053335972130298614501953125	2024-06-02 20:33:53.125159	Probe8
21	54.919369454403977215406484901905059814453125	2024-06-02 20:33:53.128206	Probe4
22	31.190073675601496461240458302199840545654296875	2024-06-02 20:33:57.130043	Probe3
23	13.2882500623186246002660482190549373626708984375	2024-06-02 20:33:57.133155	Probe2
24	43.368454224549424225187976844608783721923828125	2024-06-02 20:33:58.089926	Probe7
25	-70.7261079929138958277690107934176921844482421875	2024-06-02 20:34:12.589176	Probe6
26	30.582103961971967009958461858332157135009765625	2024-06-02 20:34:12.625363	Probe7
27	-22.6989973724581801661770441569387912750244140625	2024-06-02 20:34:13.083234	Probe0
