1	22	2024-06-26 15:23:14.518632	-36.93074125612343	57.690680619413634	16.7995023501907	62	986.0553944681134
2	21	2024-06-26 15:23:18.46752	-79.49879731281806	79.35935523103778	28.87508657277357	49	1010.105023845988
3	30	2024-06-26 15:23:20.470913	47.481819200269456	52.79085535105802	96.68303191835359	46	1098.8858414912318
5	25	2024-06-26 15:23:23.563258	6.26484456380507	69.64422521945325	60.82845828643006	87	1093.405211807954
4	27	2024-06-26 15:23:23.563946	43.95648934438577	16.232011890174125	35.56399330926931	59	972.8797009832213
6	28	2024-06-26 15:23:26.474169	-19.023178081922737	5.084878848541319	98.47578640992255	84	930.2813413787285
7	26	2024-06-26 15:23:29.674118	78.66956251265955	62.87247678241115	72.62103701586206	40	1058.9927967853018
8	23	2024-06-26 15:23:29.679813	-48.255706200396766	15.36722893231508	79.32200249893707	97	1063.4525537969075
9	24	2024-06-26 15:23:29.683624	76.79112187967974	58.202810673795646	33.01744791275969	19	924.8672016363254
10	29	2024-06-26 15:23:32.520353	-79.83803306015054	30.58280619663186	50.88916608879879	55	1079.5585526146283
11	21	2024-06-26 15:23:32.874432	41.22200337033121	95.25717996886908	40.47119746700599	30	1055.5461453422581
12	22	2024-06-26 15:23:37.761534	98.24120103528213	55.333917790876484	12.706134670335933	60	1095.8806954820952
13	23	2024-06-26 15:23:41.069468	-87.10574797941555	50.46893423326079	14.063461272388055	38	922.6421760992068
14	26	2024-06-26 15:23:45.007235	58.9637691715655	27.113135310662607	58.36569914102755	10	959.8838169937842
15	25	2024-06-26 15:23:47.086101	-75.73960424513405	1.8211438513252465	78.87308149711578	69	1094.1219762474059
16	27	2024-06-26 15:23:48.078205	20.421201370624956	16.883957869871445	34.59956892163281	22	1079.215581709506
17	28	2024-06-26 15:23:49.7148	69.10249772248994	67.86222535566576	81.18788755670593	95	1071.140713708574
18	21	2024-06-26 15:23:50.141139	43.750811685972735	35.843560876320105	4.377690525207356	74	1003.4703114537426
19	30	2024-06-26 15:23:50.704944	90.49117074962538	95.86153625626814	35.500063605961444	88	1053.372507350649
20	29	2024-06-26 15:23:54.811292	41.08587459845066	52.28846568603832	86.6174585098181	2	1013.9695187432187
21	22	2024-06-26 15:23:57.007088	97.79924970100728	75.62140829308306	70.82277233813244	99	1019.8548512053156
22	26	2024-06-26 15:23:59.217468	18.27626852714657	84.9783887290212	36.31807438162343	2	1013.2085924886618
23	23	2024-06-26 15:23:59.266407	69.67535462156047	20.61547464848067	6.6073933788136525	9	1051.7481929598964
24	24	2024-06-26 15:24:00.183025	2.5202012612316906	56.57909453163291	65.8517760857619	100	1082.7308645322037
25	28	2024-06-26 15:24:01.04621	54.844257929896	81.25572027563851	2.5374032037345673	51	1093.0890741184453
26	29	2024-06-26 15:24:06.062461	50.181888465891944	68.5879749052226	82.58724940432946	70	1005.605501721735
27	27	2024-06-26 15:24:10.189091	53.429296911577126	1.7785230313385747	69.5100947010877	31	963.7346608583957
28	22	2024-06-26 15:24:11.120067	-62.956438005047424	47.57570229649629	56.58304580124132	29	900.0359793666688
29	21	2024-06-26 15:24:13.268365	-76.12170611721572	51.51961033509246	4.588694674779148	18	908.4027019384056
30	25	2024-06-26 15:24:16.319874	26.248276698000254	22.985400878802377	46.9624955671875	40	954.3626492691077
31	23	2024-06-26 15:24:18.524431	-44.76629356594384	58.390715655075454	11.583623135288267	45	942.3379728258493
32	30	2024-06-26 15:24:20.803352	-49.504577625844725	95.94861506113888	58.697207564867426	94	906.4414606624069
33	28	2024-06-26 15:24:21.158768	97.3294624150455	74.24137484992109	3.6973059707595457	5	984.8677675421653
34	24	2024-06-26 15:24:21.425274	-24.257409763636616	52.51139791186746	2.706090566041508	63	1058.428088656494
35	26	2024-06-26 15:24:25.384903	-78.9718687583762	5.66062888915665	6.53258761796528	63	1090.5636538637714
36	22	2024-06-26 15:24:26.355935	73.15630115385576	70.28987118695271	97.32314247376792	56	1052.1398867165235
37	27	2024-06-26 15:24:28.316594	-3.099862544522594	29.467866994694493	21.190526102634788	66	1076.614126748601
38	30	2024-06-26 15:24:31.017134	14.421428616016186	17.217899887851196	38.78454319637036	98	1053.143465188846
39	29	2024-06-26 15:24:35.224456	-52.35587605635643	14.037089287563976	63.4198685704256	41	969.9113967644176
40	23	2024-06-26 15:24:37.741747	6.129562089779995	9.022263917930683	87.93751627251245	95	1009.0650567810019
41	30	2024-06-26 15:24:41.221778	2.0254717134704094	30.821207267233785	61.318398753326065	87	934.1485222610742
42	26	2024-06-26 15:24:41.585036	-80.7249269676543	86.5697115647142	28.838983907577987	73	953.3674396480135
43	21	2024-06-26 15:24:42.510428	2.153027453034227	43.08282858768918	37.068323951174165	40	914.1094095727954
44	28	2024-06-26 15:24:43.257957	71.57909961853485	40.22758254187949	64.61161064296809	49	967.4410514382957
45	22	2024-06-26 15:24:44.595027	70.53882566927055	39.96988126889758	90.05561819671014	18	925.6298091880167
46	25	2024-06-26 15:24:46.594245	49.87490303790486	63.18734669252755	35.1496479409684	49	916.2671389808824
